,Tweets,Time,loc
357,"To every little angel, shoulders of her father are like whole world. Where she can rest her head and talk anything… https://t.co/70LwptTaxz",2022-06-19 09:22:17+00:00,sacred land🇵🇰
358,@Eric_Bernard94 Father's day ni wanaume wote wenye watoto  na wanao wajibika kutimiza majuku yao. Kuhusu kuwa fathe… https://t.co/FyqnLZc2a1,2022-06-19 09:22:17+00:00,"Dar es Salaam, Tanzania"
359,"Nothing, and I mean nothing pisses me off more than ‘Happy Father’s Day to me’ from single mums who have kids to a… https://t.co/Qw1hPpiwpC",2022-06-19 09:22:17+00:00,
360,RT @dnkym2: This father's day someone should buy me this food 😀 https://t.co/mXU6FWVtAq,2022-06-19 09:22:17+00:00,Ghana-Dansoman 
361,2 left !,2022-06-19 09:22:17+00:00,
362,"Women are funny ,so feminist and single mothers are also celebrating  Father’s Day?Let’s celebrate men for once,I k… https://t.co/9vIN2QPwYj",2022-06-19 09:22:17+00:00,Kenya
363,"RT @OlPejetaEscapes: Happy Father's Day! 👨‍👧‍👦

Treat your dad to an adventure-packed day trip @olpejeta this #fathersday.
 
Email reservat…",2022-06-19 09:22:17+00:00,"Kampala, Uganda"
364,"RT @OlPejetaEscapes: Happy Father's Day! 👨‍👧‍👦

Treat your dad to an adventure-packed day trip @olpejeta this #fathersday.
 
Email reservat…",2022-06-19 09:22:17+00:00,"Kampala, Uganda"
365,"RT @surecr7: Because of tom and Jerry , your papa carry television go farm 😳 https://t.co/lHyreT1vDr",2022-06-19 09:22:17+00:00,"Camden Town, London"
366,"@dbrownnh Well said, Dave. Good morning. Happy Father’s Day,",2022-06-19 09:22:17+00:00,
367,RT @kay_mahapa: I went to therapy and got over my daddy issues. Papao roasts were a cry for help.,2022-06-19 09:22:17+00:00,
368,RT @InspireCharity_: Shoutout to all the fathers and father figures out there.👨😇 We appreciate your sacrificial love going above and beyond…,2022-06-19 09:22:18+00:00,"No , where"
369,RT @BackusCeramics: Had to go out for breakfast with the family today considering my first fathers day as a father is the same day as my bi…,2022-06-19 09:22:18+00:00,Florida
370,"RT @pinoyanghang: JUNE 19, 2022: IT'S A TRIPLE CELEBRATION IN DAVAO CITY

1. Inday Sara's oathtaking as newly-elected VP
2. Father's Day (w…",2022-06-19 09:22:18+00:00,
371,"RT @ddalgihwx: jccnghwx omegaverse

cw : pregnancy, mentions of pregnancy loss, grief

—

every father’s day, hwx had always made it a poin…",2022-06-19 09:22:18+00:00,married to @ANG3LM1NGI ♥️
372,"Happy fathers day to all the dads out there, we love and appreciate you all. 
#FathersDay",2022-06-19 09:22:18+00:00,
373,RT @KachySZN: Happy Father’s Day to us 🥰🦋 https://t.co/9E55KOmFa3,2022-06-19 09:22:18+00:00,My peace 
374,"RT @Upsydaizy28: I told my father I’d like to intern with GTBank when I was in Uni, my father drove from Akure to Oyin Jolayemi (VI), asked…",2022-06-19 09:22:18+00:00,
375,"RT @mrwtffacts: In 2018, a heroic dad, Brad Lewis, saved his youngest son from a fatal fall from a balcony by jumping after him and cradlin…",2022-06-19 09:22:18+00:00,"Kampala, Uganda"
376,"Fathers Day has become too commercialized....

We have forgotten the true meaning of walking from room to room turn… https://t.co/d6KA4exMOb",2022-06-19 09:22:18+00:00,Under Your Skin
377,"RT @reginaldtalman: I need advise. 

I’m seeing my family on Sunday for Father’s Day and they don’t know yet I’m Billy Bragg non binary. My…",2022-06-19 09:22:18+00:00,Divided Kingdom
378,Not a great day for those of us who have lost their dads. Extra lonely due to Pearson’s decision to host their exam… https://t.co/Uv7zbsgoPc,2022-06-19 09:22:18+00:00,
379,On Waking up today I realized the only person I wish a happy Father's day Is my Mummy 🥺   #HappyFathersDay  Mummy 😘,2022-06-19 09:22:18+00:00,
380,RT @buitengebieden: Happy Father’s Day! 😊 https://t.co/Ns9bndWkex,2022-06-19 09:22:18+00:00,日本　
381,@ntvkenya @SusanGrace_ke Why celebrate women on fathers day?,2022-06-19 09:22:18+00:00,Juja gate c
382,"RT @SoVeryBritish: Dad responses to reading a Father’s Day card:

1. “Very good”
2. “That’s supposed to be me is it?”
3. “I told you not to…",2022-06-19 09:22:18+00:00,
383,"RT @succscript: Do I wanna call my dad? No, I don't wanna call my dad. Do you wanna call your dad?",2022-06-19 09:22:19+00:00,she/her
384,RT @LimerickFanPage: HAPPY FATHER'S DAY to all the Limerick Dads out there https://t.co/wfbQTNk9gY,2022-06-19 09:22:19+00:00,Limerick
385,RT @buitengebieden: Happy Father’s Day! 😊 https://t.co/Ns9bndWkex,2022-06-19 09:22:19+00:00,"Washington, DC"
386,@alaaaanf87 Happy Father's Day,2022-06-19 09:22:19+00:00,"Virginia Beach, VA"
387,"RT @SmartSocialUK: Happy Fathers Day to all those dads out there, I'm spending the day with my Dad and so will be reading you comments &amp; en…",2022-06-19 09:22:19+00:00,"Devon, UK"
388,Wishing all Fathers a wonderful day. Tunawapenda Sana❤️❤️❤️ https://t.co/iqImV1H0Jd,2022-06-19 09:22:19+00:00,"Nairobi, Kenya"
389,"""If I could get another chance
Another walk
Another dance with him, I'd play a song that will never ever end cause… https://t.co/k8PIv2ZYfs",2022-06-19 09:22:19+00:00,Leribe Hlotse
390,RT @Niyiafrika02: Happy Father’s Day! #HappyFathersDay2022 https://t.co/AgDPdmS3SA,2022-06-19 09:22:19+00:00,Harare
391,"He said “when your grand father (SZAB) was imprisoned after the coup in 1977, I was a young man &amp; I was following h… https://t.co/MX7DQTIuUi",2022-06-19 09:22:19+00:00,Multan
392,RT @iamUncleMark: Happy Father's Day to me https://t.co/BGuEyZ27am,2022-06-19 09:22:20+00:00,Lagos 
393,RT @phoebe_bridgers: happy father’s day to everyone who doesn’t speak to their dad. I hope you call someone important to you and take yours…,2022-06-19 09:22:20+00:00,Puerto Rico
394,"Happy fathers’ Day to the Love of my Life, my dad♥️",2022-06-19 09:22:20+00:00,"Durban, South Africa"
395,Happy fathers day daddy https://t.co/JrkWOjKoVJ,2022-06-19 09:22:20+00:00,"Portsmouth, England"
396,"RT @Billyblxnco: ""We heard you're Fatherless... So we brought your father back"" https://t.co/XPte30n1VK",2022-06-19 09:22:20+00:00,DM for Promo
397,Father's Day Rainbow https://t.co/EAOMS7j6aP,2022-06-19 09:22:20+00:00,larterbiokorshie Accra 
398,"RT @TheBermyArmy: Happy Father's Day @imVkohli 
#FathersDay https://t.co/Hz7DBIbYRO",2022-06-19 09:22:20+00:00,
399,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:22:20+00:00,Africa
400,RT @RonLaw65: @GavinGeddes7 @TriniScotGyal1 @LinoSoulDoctor @Cocolh44 @mindi_1111 @suky01 @mentoor_peter @ItohanUdoffa Good morning Gavin a…,2022-06-19 09:22:20+00:00,"Brighton, England"
401,"RT @BBCFLauraKT: When you're saying Happy Father's Day, please spare a thought for Boris Johnson who will not be getting a Happy Father's D…",2022-06-19 09:22:20+00:00,
402,I am the most pampered daughter because I am youngest one I have most loving &amp; strongest bond with my beloved fathe… https://t.co/OU3h5e4Bgf,2022-06-19 09:22:20+00:00,Faisalabad
403,"My late father taught me many valuable lessons of life,but this one it's the best of them all. He taught me the val… https://t.co/tdzV8wp2Li",2022-06-19 09:22:21+00:00,"Midrand, South Africa"
404,"RT @WaluuK: Ku Facebook, someone's absent father has been posted by th baby mama 💀😩😩 wishing him a happy Father's day 💀 https://t.co/28BzZ6…",2022-06-19 09:22:21+00:00,"Lusaka, Zambia"
405,RT @realchasegeiser: Imagine if Ivanka Trump had written in her diary that she had taken inappropriate showers with her dad when she was a…,2022-06-19 09:22:21+00:00,deep in the heart of Texas
406,"RT @PTC_Network: #HappyFatherDay2022 wishes LIVE: #HoneypreetInsan wishes #FatherDay to 'Guru Papa' #GurmeetRamRahim

#FathersDay2022 #fath…",2022-06-19 09:22:21+00:00,भारत मेरी जान।
407,"RT @Abubaka21829381: Wherever he is now he deserves happiness and deserves to be celebrated 
I miss you dad 
Rest In Peace #HappyFathersDay…",2022-06-19 09:22:21+00:00,+233
408,"HAPPY FATHER'S DAY 🇿🇦❤️
#FathersDay2022",2022-06-19 09:22:21+00:00,"Brits, South Africa"
409,Jis baap k isharo py chalti ho usko b happy father's day bola ?,2022-06-19 09:22:21+00:00,
410,RT @sharrond62: Any person or political party that thinks allowing males in woman’s sport is a good idea cares not one jot about sex discri…,2022-06-19 09:22:22+00:00,Earth
411,RT @WaruiJohn2: Happy Father's day to me🤝🤝🤝🤝,2022-06-19 09:22:22+00:00,"winterfell ,westeros"
412,"RT @rishabhanalyst: Fathers must be active co-parents too their child, along with mother. Both play an important role in the development of…",2022-06-19 09:22:22+00:00,India
413,RT @UTDTrey: Happy Father's day @Cristiano @Arsenal ❤️ https://t.co/TZlF4oDzPT,2022-06-19 09:22:22+00:00,
414,"“For the Father loves the Son, and shows Him all that He Himself does. And greater works than these He is going to… https://t.co/fORbfqYDAX",2022-06-19 09:22:22+00:00,"San Antonio, TX"
415,"RT @Upsydaizy28: I told my father I’d like to intern with GTBank when I was in Uni, my father drove from Akure to Oyin Jolayemi (VI), asked…",2022-06-19 09:22:22+00:00,Elmore
416,There’s nothing like the feeling of being a great father and getting into the groove baby. Happy Father’s Day/Junet… https://t.co/livrJ9qzd5,2022-06-19 09:22:22+00:00,"Tuscaloosa, AL"
417,@EmfuleniLM Its Father's day and we don't have power. This is so unkind. When will power be restored in SW5?,2022-06-19 09:22:22+00:00, South Africa
418,RT @herjoat: It’s Fathers Day but Bapu needs #JusticeForSidhuMoosewala https://t.co/5wXQHY9p4I,2022-06-19 09:22:22+00:00,
419,"RT @HamzaSS: You were and are my mentor. I learn each day from your resilience, perseverance and compassion. Happy Fathers Day Abbu ji. htt…",2022-06-19 09:22:22+00:00,OKARA.&.New garden town Lahore
420,RT @PolySarkcess: Every year you people go complain about this . Moyale anaa,2022-06-19 09:22:22+00:00,East legon
421,RT @ginologist_za: Which of our 440ml canned spirit coolers best capture dad’s spirit? Tell us &amp; you could WIN a Fathers’ Day Hamper worth…,2022-06-19 09:22:22+00:00,"Midrand, South Africa"
422,Kisi ny father's day wish he nae kiya mje.💔,2022-06-19 09:22:22+00:00,"Lahore, Pakistan"
423,"happy father's day po kay clovis, wag na kay ski kasi nakakainis siya. — HQHWHWHWHA TAMA HAPPY FATHER'S DAY SA ULIR… https://t.co/dix9GjEkHi",2022-06-19 09:22:23+00:00,"▽VII△VIII.
he|him — 18.
works on link.
sempre lieto fine e mai tragedie."
424,"RT @Minakashi20: مهدی جانم
در مسیر نگاه پدرانه‌ت
غرقِ آرامشم
آنقدر که
آب در دلم تکان نمی خورد!

O  Saviour! How long will You be hidden?
Ai…",2022-06-19 09:22:23+00:00,.
425,"Happy Father's Day po, Tito. https://t.co/Up3OfoVmYp",2022-06-19 09:22:23+00:00,and i'm into you. 
426,"RT @wajjinoor: U r lucky if u can wish ur father
Happy father's day",2022-06-19 09:22:23+00:00,
427,"RT @MumbiWarui: Happy Father’s Day my first love❤️❤️ @lthooko 
Na ulikula…🙈🙈

Happy Father’s Day to all dad’s here. May God continue to fav…",2022-06-19 09:22:23+00:00,"Nairobi, Kenya"
428,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:22:23+00:00,Timeless space
429,RT @fawogyimiiko: Happy Father’s Day to us ❤️😂 https://t.co/BHunIfrIYo,2022-06-19 09:22:23+00:00,"Greater Accra, Ghana"
430,"Gm Frens, hope you all have a good Father's day, and your NFTs got sold :)",2022-06-19 09:22:23+00:00,
431,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:22:23+00:00,
432,RT @min9yu_tttop: happy father’s day 🫶🏻 https://t.co/Cp12CuEYey,2022-06-19 09:22:24+00:00,united kingdom 
433,Namna Gani hapa 😭????,2022-06-19 09:22:23+00:00,behind you 😉
434,"RT @BlvckDotun: Abraham: Hey I just got windows 98'

Isaac: but dad it has no memory 

Abraham: Have faith son, God will provide RAM",2022-06-19 09:22:24+00:00,
435,RT @madasd: Happy Father’s Day to the awesome daddies on my TL!!! https://t.co/6o29UFw27r,2022-06-19 09:22:24+00:00,Mother Earth 
436,"Be sure to let your #father or the #FatherFigure in your life know how much he means to you this #FathersDay. 

Dr.… https://t.co/aMPY21Vv8m",2022-06-19 09:22:23+00:00,"Loma Linda, CA"
437,RT @StopThatCFC: Happy Fathers Day @hazardeden10 ❤️ https://t.co/gRnbRjA3g1,2022-06-19 09:22:24+00:00,
438,"RT @TheBermyArmy: Happy Father's Day @imVkohli 
#FathersDay https://t.co/Hz7DBIbYRO",2022-06-19 09:22:24+00:00,"Tufanganj, India"
439,Happy Father’s Day to the fathers and upcoming fathers,2022-06-19 09:22:24+00:00,Somwwhere close to al janat
440,RT @InfernoBlade64: @RedactedHasan Cheney’s father deserves to be in jail. Cheney only got into power because her father was a former VP. C…,2022-06-19 09:22:24+00:00,
441,it’s the fact my baby had her father’s day onesie before she was born 💀,2022-06-19 09:22:24+00:00,
442,RT @gloucesterrugby: Happy Father's Day to all you Dads out there! https://t.co/HHqzLO7xHY,2022-06-19 09:22:24+00:00,"Weston-super-Mare, England, UK"
443,Happy Father’s Day to all the father’s out there ❤️❤️❤️,2022-06-19 09:22:25+00:00,"Lagos, Nigeria"
444,"HAPPY FATHERS DAY!

Download telegram messenger and click the link below to get todays big free tip!… https://t.co/szk1MZtzIi",2022-06-19 09:22:25+00:00,
445,"RT @Beamish_Museum: Happy Father's Day to all the wonderful dads and father figures out there, it looks as though it's going to be a perfec…",2022-06-19 09:22:25+00:00,
446,"Hello besties kain lang ako, will work on pendings in a few. Happy father's day sa mga dads niyo! 💗 https://t.co/dE1Dwl5qFk",2022-06-19 09:22:25+00:00,"12:00nn-12:00mn
tg: rubys.work"
447,RT @leejihoonfairy: happy father's day to woozi who calls his songs like they're his children; love all 130 of them! 🥰 https://t.co/n2TpNAg…,2022-06-19 09:22:25+00:00,Ja serce Wiktoria ♥ ewelinka
448,"RT @Sirius_777_: Babalar günü kutlu olsun👼
Happy father day💖

Allah taksiratını  affetsin baba🙏ben seni affettim ,Allah'ta affetsin işallah…",2022-06-19 09:22:25+00:00,
449,"RT @bucgati: Dear @RnjntrA
Selamat bertambah usia anak papa.
Selamat memasuki usia dewasa.
Doa terbaik untuk kamu dan kehidupanmu disana, s…",2022-06-19 09:22:25+00:00,"NSA

Harshword ft NSFW 🔞
Twins w/ @LEON_ze127

Part of → 𝘼𝙍𝘾𝙃𝙀 Meshach"
450,"RT @Markpossible6: It's a beautiful brand new day.

A very Big Happy Father's Day To All Fathers And Up Coming Fathers ♥️ Good Morning 🤌",2022-06-19 09:22:25+00:00,"Sekondi Takoradi, Ghana"
451,Happy Father's day in absentism I still honor and respect you irregardless. 🙏🏾🙏🏾,2022-06-19 09:22:25+00:00,Namibia
452,@Thlolo15March2 Me as her Father: https://t.co/Jc3EwExBuO,2022-06-19 09:22:25+00:00, ⛓
453,"Dear All, Happy #InternationalFathersDay 🎉 to all the Bunkyful Fathers who are are like Bunky's uncle, Mr. Walm - a… https://t.co/NwUtssyiEy",2022-06-19 09:22:25+00:00,
454,RT @syeda_aresh: اپنی ہر بات اپنے بابا سے شئیر کرتی ہوں اپنی پڑھائی استاد دوست اپنی شاپنگ  ماں کھانا کھلاتی تھی محبت دیتی تھی باپردہ خاتون…,2022-06-19 09:22:25+00:00,Karachi pakistan
455,Miss you so much dad. Happy Father’s Day xxxxxxx https://t.co/AbEGXAylns,2022-06-19 09:22:25+00:00,The SlaughterHouse
456,"Cute Picturee 😍

@WaseemBadami Fathers day py Adil abbas k saath aik youtube video he banalen aap.
 Masoomana khwah… https://t.co/NVESNJfJVS",2022-06-19 09:22:25+00:00,Karachi
457,"My father used to say that it's never too late to do anything you wanted to do. And he said, “You never know what y… https://t.co/hMArepwztP",2022-06-19 09:22:25+00:00,Zambia
458,"RT @TheBermyArmy: Happy Father's Day @imVkohli 
#FathersDay https://t.co/Hz7DBIbYRO",2022-06-19 09:22:25+00:00,
459,@imsamya18 2016 ind vs pak t20 world cup. First time I saw cricket and obviously father wass there in tv room too,2022-06-19 09:22:25+00:00,"G Nagar , Lucknow"
460,"RT @Njee__: Being a Father is not for Every one. 😂

happy fathers day to all fathers.",2022-06-19 09:22:25+00:00,"Dar es Salaam, Tanzania"
461,"The way we take this Father’s Day World Cup err. Come and see, we dey play knockout for Kumasi all 😂",2022-06-19 09:22:25+00:00,Kwahu E/R
462,Y’all ain’t tld me happy Father’s Day wow,2022-06-19 09:22:25+00:00,"Pine Bluff, AR"
463,@Aexglobal My father is a good and responsible father.He never gets tired of supporting us in whatever path we take… https://t.co/gqgPKKu4ux,2022-06-19 09:22:25+00:00,
464,RT @RaselloRethabi1: Happy father's day to all responsible dad's ❤️❣️❣️,2022-06-19 09:22:26+00:00,"Pretoria, South Africa"
465,"RT @Quame_Alright: There's no better role model than you, Dad.There's no one I'd rather look up to than you.Happy Fathers Day💛
#MTNDADDY
#D…",2022-06-19 09:22:26+00:00,"Florence, Tuscany"
466,"RT @jayantjigyasu: He walks in grace! 

Papa! 
❤ https://t.co/RLZgk9prGr",2022-06-19 09:22:26+00:00,"Siwan, India"
467,Don’t pretend someone else is your dad just to avoid embarrassment. It’s considered a real faux pa.,2022-06-19 09:22:26+00:00,North West of an England
468,"Lovely Father's day to all our dear Dad's &amp; husbands, a blessed Sunday.#FathersDay2022 https://t.co/0jgKhMryhk",2022-06-19 09:22:26+00:00,"Nairobi, Kenya"
469,I remember I posted a pic of me and my dad here sometime ago and someone told me that the way we had posed was not… https://t.co/yjWJyph8D3,2022-06-19 09:22:26+00:00,Kenya
470,"Not all heroes wear Capes, Fathers are Heroes worthy of celebration.

Happy Father’s Day Celebration to All unique… https://t.co/kZ2UFj6zi6",2022-06-19 09:22:26+00:00,Lagos State
471,RT @thatssomichelle: my dad is funny in egypt also https://t.co/hBZWGbPhEO,2022-06-19 09:22:26+00:00,"Federal Capital Territory, Nig"
472,RT @__branath: Your poppiii dey house but you dey wish Sarkodie a Happy Father’s Day. Wrong now,2022-06-19 09:22:26+00:00,East legon
473,"RT @TheFastShow1: Happy Father’s Day 
#fathersday #FathersDay2022 https://t.co/U5OoRxsr96",2022-06-19 09:22:26+00:00,The other end of the lead
474,she’s the cutest 🥲 happy fathers day kev xxxxx https://t.co/jCvuk7QK4R,2022-06-19 09:22:27+00:00,21 | she/her
475,"RT @UPR_Asselineau: 🇺🇦DÉLICATE ATTENTION
POUR LA FÊTE DES PÈRES
Pour 100$ (95€),vous pouvez faire inscrire «JOYEUSE FÊTE DES PÈRES ! + votr…",2022-06-19 09:22:27+00:00,France
476,"RT @visegrad24: 20-year-old Ukrainian soldier Bogdan tells the story of how he lost his entire family in Mariupol.

His father, the only su…",2022-06-19 09:22:27+00:00,Germany/Deutschland
477,Happy Father’s Day #igatshots https://t.co/nQ4krTaGlc,2022-06-19 09:22:27+00:00,"Nairobi, Kenya"
478,RT @randomjungkook: happy father’s day to dad kook https://t.co/2pbX5uME19,2022-06-19 09:22:27+00:00,🇲🇽 // bts & taylor s.
479,"RT @JoeGivers: As a father, you're carrying your generation on your shoulders. Imagine the weight.

Thanks to all our dear lovely fathers!",2022-06-19 09:22:27+00:00,"Ikotun, Nigeria"
480,"RT @_kiriiku: My father is a mumu man 🤣🤣

W/ @Sabinus1_ https://t.co/UkvJkef1Md",2022-06-19 09:22:27+00:00,"Prescott,AZ  ijn"
481,RT @_slayking__: Take this enjoy Father's day 🤣🤣. I even thought it was Aboa Banku o 😂😂😂 https://t.co/hqnggJhAo9,2022-06-19 09:22:27+00:00,"Obuasi, Ghana"
482,"RT @TomiwaAtanda: Today na father's day and everybody they call their papa world's best dad, whose papa con be all those police officers an…",2022-06-19 09:22:27+00:00,"Ibadan, Nigeria"
483,"Happy Father's day to every man who at any point or has continued to play the role of a father in any life.
I pray… https://t.co/yCpxRIBAmz",2022-06-19 09:22:27+00:00,
484,@Sgadi28 Happy Father's Day Khosi ♥️✌️,2022-06-19 09:22:27+00:00,"Middelburg, South Africa"
485,Happy Fathers Day to all the “goofy” dads out there. ❤️ https://t.co/rpqLcSkba0,2022-06-19 09:22:27+00:00,"Florida, USA"
486,@Heinz_Dante 😂😂😂 celebrating kaili for being a good dad,2022-06-19 09:22:27+00:00,"Lusaka,zambia"
487,"RT @HumanKinds_: 👨‍👧‍👦 A very #happy #fathersday 2022 from #humankinds team to #everyone ! 🫶🏽🌱 
Lets keep on the #love #pride pouring in! 😍…",2022-06-19 09:22:27+00:00,"Palo Alto, CA"
488,Happy Father’s Day sa mga pumalo ng pwet ko at tinawag kong Daddy 🤭,2022-06-19 09:22:27+00:00,gcash - 09971079386
489,RT @Jaresh012: We humbly request anyone who can see this young man to please contact 0715747429 (his father). His name is Kgatedi Kgobe age…,2022-06-19 09:22:27+00:00,"Germiston, South Africa"
490,HAPPY FATHER’S DAY…😇💕✨ https://t.co/t0C7YdKaJT,2022-06-19 09:22:27+00:00,
491,RT @Urbanbouy01: Happy Father’s Day to the fathers that aren’t here to celebrate their special day. https://t.co/R0mrNEjsAn,2022-06-19 09:22:28+00:00,Kisaasi
492,RT @Zanelejel: Happy father's day to ubaba wethu Shintsha Guluva we love you Daddy Khosi for life @KaizerChiefs  ❤💛✌ https://t.co/ASLRUNzIDn,2022-06-19 09:22:28+00:00,"Durban, South Africa"
493,RT @lavidaNOTA: Single mothers this is not your day. You cannot make us celebrate your failure to build a parental partnership. Take the L…,2022-06-19 09:22:28+00:00,"Johannesburg, South Africa"
494,RT @ChigozieIAlex: Happy fathers day to my President and principal @PeterObi. Victory is yours come 2023.,2022-06-19 09:22:28+00:00,"Akwa Ibom, Nigeria"
495,"RT @rachhousewife: Can I Squat on your face please?😝

50% Off ends tomorrow, surprise Father’s Day gift when you sub! https://t.co/1eXvdEpX…",2022-06-19 09:22:28+00:00,Your Balls😜
496,RT @cillastubbs: Father’s Day Giveaway - Win a Kaimana Frenzy Scooter worth £120 - The Frenchie Mummy - https://t.co/DdRADWtiGP via @French…,2022-06-19 09:22:28+00:00,"Ashford, England"
497,"RT @Nila96N: Happy Father's Day to All Father's in the world...miss u so Appa😔💔
Good Morning Ajithiyans 🙏😍
#Ak61 #Ak62 #Ajithkumar𓃵  #Valim…",2022-06-19 09:22:28+00:00,
498,HEBANNNNAAA,2022-06-19 09:22:28+00:00, Wetin we go Southy
499,RT @ginologist_za: Which of our 440ml canned spirit coolers best capture dad’s spirit? Tell us &amp; you could WIN a Fathers’ Day Hamper worth…,2022-06-19 09:22:28+00:00,Worldwide
500,"RT @aproko_doctor: Tell your father ""I love you"" today. You'd be shocked they've been waiting to hear it from you.",2022-06-19 09:22:28+00:00,Earth
501,Happy father's day to all the dads and to all the mums who have to be dad as well.,2022-06-19 09:22:28+00:00,"London, England"
502,"RT @westsidegoddes: Happy father’s day daddy! wherever you are, i love you sm ❤️🕊",2022-06-19 09:22:28+00:00,Everywhere || Metaverse 
503,Happy Feast of Corpus Christi everyone and Happy Fathers Day to all Dads. Dave🎇,2022-06-19 09:22:28+00:00,Kent Coast
504,Happy #FathersDay to the best dad ever thank you for coming with me to see my boys @thescript when they play live y… https://t.co/pXbavgYYYS,2022-06-19 09:22:28+00:00,
505,"@Its_williams @mr_o_Williams happy Father's day sirs😌
I use wema bank and Uba too",2022-06-19 09:22:29+00:00,what's your business?
506,RT @SiveXaluva: Happy Father's Day to the Father of the Black Nation @PresJGZuma https://t.co/bkPvzqpXrp,2022-06-19 09:22:29+00:00,Mpofana
507,I say kiddo cause you're acting like a child. I don't give a fuck how old you are or when you're retiring. Act like… https://t.co/HXStMzHB4M,2022-06-19 09:22:29+00:00,"Phoenix, AZ"
508,"RT @Al__Quraan: Ya Allah! Bless my mother and father with long life, health and happiness. Ameen",2022-06-19 09:22:29+00:00,🇲🇾
509,"RT @_ShaunKeyz: Imagine posting your father today and a 2K girl comment ""That's my Blesser"" 😭😭😭",2022-06-19 09:22:29+00:00,"Pretoria, South Africa"
510,"Pit exit for @officialbsb Morning Warm-Up on Father's Day at Knockhill ✊🏼🏁

@BradRayRacing | @kyleryde… https://t.co/aRtLPHkLad",2022-06-19 09:22:29+00:00,Cannock | UK
511,"Today, on #FathersDay I look back upon fond memories and I’m overwhelmed with feelings..😊 

They say you can find y… https://t.co/2gnwCG4jKx",2022-06-19 09:22:28+00:00,
512,RT @elonmusk: Happy Father’s Day,2022-06-19 09:22:29+00:00,"winterfell ,westeros"
513,"Good morning my lil pps I hope you have a good day and Father’s Day (if u celebrate, I don’t 💀)",2022-06-19 09:22:29+00:00,Comms ❌ B:plushcharm
514,RT @Dekunle27: Happy Father's Day 👨,2022-06-19 09:22:29+00:00,
515,"My father my hero, Sold all his cars to finance my education and that of my siblings. Faced huge financial crisis a… https://t.co/oNdTZA1iQZ",2022-06-19 09:22:29+00:00,Lagos
516,"We Hear You would like to wish you a Happy Fathers Day, however this day may look for you! Whether it’s spending qu… https://t.co/hy7vqtQaj0",2022-06-19 09:22:29+00:00,"BANES, Somerset, Wiltshire"
517,@TAKA78551570 @chi98525094 Happy Father's day 👍🇯🇵,2022-06-19 09:22:29+00:00,
518,"“For as the Father raises the dead and makes alive, even so the Son makes alive whom He wishes.
Yoḥanan (John) 5:21… https://t.co/69tbwRD6p8",2022-06-19 09:22:29+00:00,"San Antonio, TX"
519,"RT @Quame_Alright: There's no better role model than you, Dad.There's no one I'd rather look up to than you.Happy Fathers Day💛
#MTNDADDY
#D…",2022-06-19 09:22:29+00:00,"Chicago, IL"
520,RT @BellaSwedish: Happy Father’s Day to all daddies ❤️ https://t.co/3iazogOswL,2022-06-19 09:22:29+00:00,Las giddy 
521,"Mon papa était supporter de @OM_Officiel
Et même si moi j'ai choisi @ToulouseFC
Et bah je t'aime papa ❤️ tu me manq… https://t.co/txryGEQp9w",2022-06-19 09:22:29+00:00,Polynésie Française
522,RT @meatscoups: will forever cry about this father behavior and instinct of Seungcheol when the members need help🥹 @pledis_17 https://t.co/…,2022-06-19 09:22:30+00:00,
523,She’s amazing! 😃🤘🏻,2022-06-19 09:22:30+00:00,Nederland
524,Celebrate The Day... It means so much to Dad. https://t.co/mmeo91jibU,2022-06-19 09:22:30+00:00,Middle of Nowhere 
525,Happy father's day idolo @DBLACKGH 😁❤️ https://t.co/0UvOkOxhyz,2022-06-19 09:22:30+00:00,Only Peaceful Places
526,RT @YoungwiMn: A year ago today on Father's day naruto and sasuke received the biggest beating and disrespect of their life https://t.co/yR…,2022-06-19 09:22:30+00:00,🤐
527,"RT @pra_tibha: Nobody 
My Dad Explaining Me How They Go To school .. https://t.co/79plBVol7l",2022-06-19 09:22:30+00:00,"Gujarat, India"
528,"RT @jdkoro: ""u hate boys so you also hate ur dad?"" especially him",2022-06-19 09:22:30+00:00,he/him + idv brain rot
529,"Happy Father's Day to all Dads everywhere, even Dads of cats n dogs n goats  n birds.",2022-06-19 09:22:30+00:00,"🇺🇸Blue Colorado,USA🇺🇸"
530,RT @Jooookeeeerrrr: Happy Father's Day ... https://t.co/HIbM95dVwa,2022-06-19 09:22:30+00:00,"Lahore, Pakistan"
531,"RT @moonajaem: nct 127 responding to ""happy father's day daw sabi ng anak mo"" https://t.co/S9OZWAhqF5",2022-06-19 09:22:30+00:00,"19, she/her | priv = rest"
532,"RT @jayythedope: To the simps playing fatherly roles in their relationships, happy Father’s day.",2022-06-19 09:22:30+00:00,A town that doesn't exist
533,@PapaKing73 Omo this papa hand don hustle die,2022-06-19 09:22:30+00:00,Nigeria
